Localidad,Latitud,Longitud,Tipo_place,population,osm_type,osm_id,name_normalized
Comunidad Luis Nahuelpán,-38.7496989,-73.0669999,hamlet,18.0,node,6211308744,comunidad luis nahuelpan
Comunidad Luis Pichihueche,-38.7999017,-72.7899599,hamlet,60.0,node,6212324806,comunidad luis pichihueche
Comunidad Luis Rañileo,-38.8423316,-72.7898956,hamlet,44.0,node,6152929764,comunidad luis ranileo
Comunidad Luisa Ancamilla,-38.3190565,-71.9878614,hamlet,68.0,node,6112181898,comunidad luisa ancamilla
Comunidad Luisa Calvur,-38.8147082,-73.3396947,hamlet,66.0,node,6154736696,comunidad luisa calvur
Comunidad Lumaco,-39.4673336,-72.5792914,hamlet,168.0,node,6078278008,comunidad lumaco
Comunidad Lumahue,-38.9759086,-73.2184804,hamlet,24.0,node,6154716487,comunidad lumahue
Comunidad Luminado,-39.991013,-72.8594399,hamlet,41.0,node,12197771080,comunidad luminado
Comunidad Luna Bella,-33.4309578,-70.8289432,hamlet,,way,1350789002,comunidad luna bella
Comunidad Machaco Chico,-38.6745421,-73.3262837,hamlet,41.0,node,6179589034,comunidad machaco chico
Comunidad Machaco Grande,-38.6744667,-73.3426988,hamlet,157.0,node,6179589033,comunidad machaco grande
Comunidad Madesal,-36.9363532,-73.0146633,neighbourhood,,node,8465089757,comunidad madesal
Comunidad Madihue,-38.7273883,-73.0366373,hamlet,35.0,node,6200211004,comunidad madihue
Comunidad Mahuidanche,-39.0937314,-72.87004,hamlet,297.0,node,7571924868,comunidad mahuidanche
Comunidad Maica Nahuelpán,-38.7718521,-72.4479568,hamlet,51.0,node,6150626892,comunidad maica nahuelpan
Comunidad Maipo,-38.963897,-72.8047872,hamlet,107.0,node,6152933432,comunidad maipo
Comunidad Malalcahuellu,-40.491051,-73.3760227,hamlet,108.0,node,11149174665,comunidad malalcahuellu
Comunidad Maliqueo y Sillao,-38.7042166,-72.9335761,hamlet,87.0,node,6208276350,comunidad maliqueo y sillao
Comunidad Malla,-38.0069249,-71.4707637,hamlet,171.0,node,5047110637,comunidad malla
Comunidad Mallín del Treile,-38.4349005,-71.3831091,hamlet,596.0,node,6359824071,comunidad mallin del treile
Comunidad Malloco Lolenco,-39.3229413,-72.1470357,hamlet,306.0,node,6150703796,comunidad malloco lolenco
Comunidad Mallohue Chico,-38.9699197,-72.8746319,hamlet,103.0,node,6152929782,comunidad mallohue chico
Comunidad Malucha Lincovil Viuda de Juan Colompil,-38.7603915,-72.8425527,hamlet,21.0,node,6197620930,comunidad malucha lincovil viuda de juan colompil
Comunidad Mañil,-40.4691841,-72.7239132,hamlet,29.0,node,12480028294,comunidad manil
Comunidad Manqueán Canio,-38.3916945,-72.9431756,hamlet,41.0,node,11149213561,comunidad manquean canio
Comunidad Manqueñir Ladino,-38.7752648,-72.701211,hamlet,126.0,node,6212324788,comunidad manquenir ladino
Comunidad Manquián Manquel Santo,-38.697401,-73.0137634,hamlet,135.0,node,6208276338,comunidad manquian manquel santo
Comunidad Manuel Alcamán,-37.9382746,-73.4212876,hamlet,105.0,node,6395457169,comunidad manuel alcaman
Comunidad Manuel Antimilla,-39.3635647,-72.1985985,hamlet,124.0,node,6150703793,comunidad manuel antimilla
Comunidad Manuel Antipán,-39.3019264,-72.8111387,hamlet,162.0,node,7571902573,comunidad manuel antipan
Comunidad Manuel Antivil,-38.7021402,-73.2818985,hamlet,57.0,node,6179589009,comunidad manuel antivil
Comunidad Manuel Antonio Jaramillo,-39.0278681,-73.0587088,hamlet,235.0,node,6154716510,comunidad manuel antonio jaramillo
Comunidad Manuel Calfuil,-38.8412452,-72.9304648,hamlet,94.0,node,6212298426,comunidad manuel calfuil
Comunidad Manuel Calfunao,-39.3159516,-72.5268674,hamlet,38.0,node,6124498200,comunidad manuel calfunao
Comunidad Manuel Calvín,-38.6630617,-72.9905033,hamlet,29.0,node,6208276334,comunidad manuel calvin
Comunidad Manuel Canihulaf,-38.6912546,-73.0386114,hamlet,117.0,node,6208276325,comunidad manuel canihulaf
Comunidad Manuel Carimán,-39.3665183,-72.5146279,hamlet,14.0,node,8625246846,comunidad manuel cariman
Comunidad Manuel Cayuleo,-38.8301155,-73.3253744,hamlet,231.0,node,6154736686,comunidad manuel cayuleo
Comunidad Manuel Cayunao,-38.5149971,-72.8716278,hamlet,95.0,node,6200188725,comunidad manuel cayunao
Comunidad Manuel Chavarría,-38.5514378,-72.3061538,hamlet,43.0,node,9228902111,comunidad manuel chavarria
Comunidad Manuel Coilla,-38.819983,-72.7050948,hamlet,84.0,node,6212318180,comunidad manuel coilla
Comunidad Manuel Coliqueo,-38.6964129,-72.8764987,hamlet,44.0,node,6197620912,comunidad manuel coliqueo
Comunidad Manuel Curilef,-38.7301838,-72.700063,hamlet,49.0,node,6197534510,comunidad manuel curilef
Comunidad Manuel Demuleo,-38.5362662,-72.2302795,hamlet,26.0,node,12189540601,comunidad manuel demuleo
Comunidad Manuel Huaiquivir,-39.2631383,-71.9213024,hamlet,575.0,node,6110037184,comunidad manuel huaiquivir
Comunidad Manuel Huenchulaf,-38.8254371,-72.4980659,hamlet,104.0,node,6150645658,comunidad manuel huenchulaf
Comunidad Manuel Huenchunao,-38.5498268,-72.8790736,hamlet,74.0,node,6200188727,comunidad manuel huenchunao
Comunidad Manuel Huenupán,-38.6370032,-72.3832298,hamlet,69.0,node,12187039583,comunidad manuel huenupan
Comunidad Manuel Huilimán,-38.8488994,-72.8563929,hamlet,170.0,node,6152929760,comunidad manuel huiliman
Comunidad Manuel Lefiñir,-39.4280886,-72.234807,hamlet,124.0,node,8946252990,comunidad manuel lefinir
Comunidad Manuel Lefiqueo,-38.9849244,-73.3068109,hamlet,222.0,node,6154715782,comunidad manuel lefiqueo
Comunidad Manuel Levín,-38.5416035,-72.7702832,hamlet,70.0,node,6200188708,comunidad manuel levin
Comunidad Manuel Levinao,-38.4872829,-72.2135746,hamlet,177.0,node,6112181452,comunidad manuel levinao
Comunidad Manuel Levinao 2,-38.5149299,-72.2645688,hamlet,,node,9228902100,comunidad manuel levinao 2
Comunidad Manuel Liconqueo,-38.7298992,-72.8029418,hamlet,124.0,node,6197620924,comunidad manuel liconqueo
Comunidad Manuel Lizama,-38.7552713,-73.0670214,hamlet,22.0,node,6211308742,comunidad manuel lizama
Comunidad Manuel Llancaleo,-38.7822904,-73.2980776,hamlet,51.0,node,6209571346,comunidad manuel llancaleo
Comunidad Manuel Llancamán,-39.0259185,-72.954948,hamlet,227.0,node,7571924877,comunidad manuel llancaman
Comunidad Manuel Marín,-38.49525,-72.8222752,hamlet,65.0,node,12224052083,comunidad manuel marin
Comunidad Manuel Mariqueo,-39.1865995,-73.1998149,hamlet,41.0,node,6078415845,comunidad manuel mariqueo
Comunidad Manuel Millanao,-38.8618704,-72.4971861,hamlet,87.0,node,6150645670,comunidad manuel millanao
Comunidad Manuel Millañir,-38.8183279,-72.6875425,hamlet,302.0,node,6212318175,comunidad manuel millanir
Comunidad Manuel Ñanculeo,-38.4394721,-72.8606844,hamlet,173.0,node,12224052086,comunidad manuel nanculeo
Comunidad Manuel Quimén,-39.0495514,-73.094114,hamlet,79.0,node,6154716513,comunidad manuel quimen
Comunidad Manuel Reuque,-38.8403678,-72.6062608,hamlet,78.0,node,6200256759,comunidad manuel reuque
Comunidad Manuel Rodríguez,-38.6116226,-72.5365019,hamlet,25.0,node,6197534493,comunidad manuel rodriguez
Comunidad Manuel Tramolao,-38.7668916,-72.8777862,hamlet,211.0,node,6197620933,comunidad manuel tramolao
Comunidad Mapu-Ko,-40.4916748,-72.9852677,hamlet,50.0,node,11899277304,comunidad mapu-ko
Comunidad Mapuche Puañil,-37.8325648,-73.4564352,hamlet,33.0,node,6395459415,comunidad mapuche puanil
Comunidad Mapukonjunko,-40.3496812,-73.3431771,hamlet,48.0,node,11149174643,comunidad mapukonjunko
Comunidad Maquegua,-37.8115369,-73.2561537,hamlet,79.0,node,6059594158,comunidad maquegua
Comunidad Marcelino Cayulao,-38.5680993,-72.2598481,hamlet,152.0,node,9228914639,comunidad marcelino cayulao
Comunidad Marcial Colin,-39.2236929,-72.2881508,hamlet,46.0,node,12732430036,comunidad marcial colin
Comunidad Marcial Neculmán,-38.8212034,-72.6003599,hamlet,91.0,node,6200256756,comunidad marcial neculman
Comunidad Marcos Railen,-38.8158034,-73.3748317,hamlet,75.0,node,6154736701,comunidad marcos railen
Comunidad Margarita Cayuqueo,-37.8884192,-72.7918911,hamlet,20.0,node,10595465969,comunidad margarita cayuqueo
Comunidad Margarita Huenchumán,-37.8677816,-72.378906,hamlet,85.0,node,5919437908,comunidad margarita huenchuman
Comunidad Margarita Paillalef,-38.8438357,-73.231709,hamlet,69.0,node,6209571358,comunidad margarita paillalef
Comunidad María Alonso,-38.9550287,-73.2725216,hamlet,27.0,node,6154716485,comunidad maria alonso
Comunidad María Carilaf,-38.8185243,-72.5542957,hamlet,88.0,node,6150645676,comunidad maria carilaf
Comunidad María Catrilao,-38.8171074,-72.6403785,hamlet,39.0,node,6200256744,comunidad maria catrilao
Comunidad María Deumacán,-38.8053197,-73.295095,hamlet,10.0,node,6209571350,comunidad maria deumacan
Comunidad María Lienqueo,-38.6681299,-72.4170792,hamlet,58.0,node,6084013483,comunidad maria lienqueo
Comunidad María Llaupe,-37.9521164,-73.4297419,hamlet,175.0,node,6395457168,comunidad maria llaupe
Comunidad María Millanao,-39.2915106,-71.7715519,hamlet,59.0,node,5907490787,comunidad maria millanao
Comunidad María Romero,-38.7615962,-72.489692,hamlet,24.0,node,6150626901,comunidad maria romero
Comunidad Marianito Cheuquellán,-38.4565797,-72.1755409,hamlet,36.0,node,6519103345,comunidad marianito cheuquellan
Comunidad Marianito Lagos,-38.453992,-72.1594048,hamlet,18.0,node,6519103346,comunidad marianito lagos
Comunidad Mariano Coñalef,-39.0261332,-72.4584818,hamlet,188.0,node,6124494197,comunidad mariano conalef
Comunidad Mariano Linconao,-38.6791582,-72.4645691,hamlet,198.0,node,6084015723,comunidad mariano linconao
Comunidad Mariano Lleuvul,-38.7271773,-72.4936697,hamlet,107.0,node,6101113918,comunidad mariano lleuvul
Comunidad Mariano Melillán,-38.8757975,-71.8220177,hamlet,142.0,node,6124543842,comunidad mariano melillan
Comunidad Mariano Millahual,-39.2725353,-71.8473988,hamlet,1092.0,node,5907490792,comunidad mariano millahual
Comunidad Mariano Sandoval,-39.0243683,-72.2269536,hamlet,20.0,node,7293787822,comunidad mariano sandoval
Comunidad Mariano Tori,-37.9270094,-72.235904,hamlet,165.0,node,6109955458,comunidad mariano tori
Comunidad Maricoi Cayulén,-37.8096286,-73.3191563,hamlet,120.0,node,3156970289,comunidad maricoi cayulen
Comunidad Marihuén,-37.2631753,-73.2577801,hamlet,18.0,node,5915389743,comunidad marihuen
Comunidad Marilaf Sandoval,-38.7820897,-72.5081242,hamlet,23.0,node,6150626905,comunidad marilaf sandoval
Comunidad Marileo,-38.505501,-72.6174201,hamlet,314.0,node,6084015754,comunidad marileo
Comunidad Marileo Herte,-38.1168158,-72.8820133,hamlet,86.0,node,6397130760,comunidad marileo herte
Comunidad Marimenuco Alto,-38.7330294,-71.1673522,hamlet,144.0,node,5885522878,comunidad marimenuco alto
Comunidad Marimenuco Bajo,-38.7285933,-71.1334225,hamlet,130.0,node,214224836,comunidad marimenuco bajo
Comunidad Maripán Montero,-38.8429709,-72.5534266,hamlet,209.0,node,6150645636,comunidad maripan montero
Comunidad Mariquita Viuda de Inglés,-38.8075938,-72.8300214,hamlet,100.0,node,6197620885,comunidad mariquita viuda de ingles
Comunidad Marriamo,-40.4603358,-72.8420163,hamlet,176.0,node,11899277294,comunidad marriamo
Comunidad Martín Anticheo,-38.7310902,-72.4365172,hamlet,57.0,node,6101113887,comunidad martin anticheo
Comunidad Martín Cayuqueo,-38.7826919,-72.8672505,hamlet,138.0,node,6197620889,comunidad martin cayuqueo
Comunidad Martín Curiche,-38.8462757,-72.8175545,hamlet,28.0,node,6152929757,comunidad martin curiche
Comunidad Martín Curihuinca,-39.0409426,-72.4459076,hamlet,57.0,node,6124494196,comunidad martin curihuinca
Comunidad Martín Hueichao,-38.873845,-73.0321312,hamlet,60.0,node,6212298440,comunidad martin hueichao
Comunidad Martín Huenuqueo,-38.6691602,-72.7117682,hamlet,151.0,node,6397677662,comunidad martin huenuqueo
Comunidad Martín Imio,-38.8133122,-73.3028841,hamlet,68.0,node,6209571351,comunidad martin imio
Comunidad Martín Montre,-38.6544492,-72.3618043,hamlet,65.0,node,12187039588,comunidad martin montre
Comunidad Martín Pichiquiñenao,-38.3792946,-72.3458934,hamlet,82.0,node,5750541584,comunidad martin pichiquinenao
Comunidad Martín Rapimán,-38.8290039,-73.3083692,hamlet,163.0,node,6154736687,comunidad martin rapiman
Comunidad Matea Burgos Viuda de Railen,-38.8132611,-73.3916555,hamlet,84.0,node,6154736703,comunidad matea burgos viuda de railen
Comunidad Mateo Antón,-38.7145878,-72.4771688,hamlet,197.0,node,6101113922,comunidad mateo anton
Comunidad Mateo Caniupil,-38.4522696,-72.8920019,hamlet,99.0,node,12224078217,comunidad mateo caniupil
Comunidad Mateo Colimán,-37.9575201,-73.212939,hamlet,48.0,node,6001347925,comunidad mateo coliman
Comunidad Mateo Lleupi,-38.6413106,-72.798028,hamlet,145.0,node,6397677645,comunidad mateo lleupi
Comunidad Mateo Ñirripil,-38.6077183,-72.390305,hamlet,295.0,node,214181349,comunidad mateo nirripil
Comunidad Mauricio Hueitra,-39.6179248,-72.3372008,hamlet,394.0,node,6078278031,comunidad mauricio hueitra
Comunidad Mauricio Montiel,-38.8519701,-71.6661841,hamlet,56.0,node,6124543851,comunidad mauricio montiel
Comunidad Mauricio Quidel,-38.7674019,-72.4891127,hamlet,87.0,node,6150626900,comunidad mauricio quidel
Comunidad Melillán Sandobal,-38.8087475,-72.9520726,hamlet,31.0,node,6212298431,comunidad melillan sandobal
Comunidad Melín Paillalí,-38.3387466,-72.0066368,hamlet,23.0,node,6112181900,comunidad melin paillali
Comunidad Melinao,-37.9154059,-72.236537,hamlet,26.0,node,6109955455,comunidad melinao
Comunidad Meliñir,-38.6697801,-73.0014467,hamlet,15.0,node,6208276335,comunidad melinir
Comunidad Melirayén,-38.8064526,-71.6557127,hamlet,35.0,node,6124543855,comunidad melirayen
Comunidad Melirrehue,-39.0609661,-72.762022,hamlet,10.0,node,7571924854,comunidad melirrehue
Comunidad Mercedes Huina,-38.826135,-72.6922417,hamlet,80.0,node,6212318176,comunidad mercedes huina
Comunidad Mercedes Paillalef,-39.0414696,-72.1882224,hamlet,16.0,node,7293787818,comunidad mercedes paillalef
Comunidad Micaela Pirquey,-37.8588286,-72.3848712,hamlet,26.0,node,6109955466,comunidad micaela pirquey
Comunidad Miguel Cheuquepán,-38.3005187,-71.9501388,hamlet,15.0,node,6112181897,comunidad miguel cheuquepan
Comunidad Miguel Huentelén,-37.8932115,-72.255385,hamlet,244.0,node,5438689464,comunidad miguel huentelen
Comunidad Miguel Huichañir,-38.8088144,-72.7032924,hamlet,79.0,node,6212318181,comunidad miguel huichanir
Comunidad Miguel Huichaqueo,-38.726568,-72.7671719,hamlet,32.0,node,6397677684,comunidad miguel huichaqueo
Comunidad Miguel Lemunao,-38.5521174,-72.8717244,hamlet,97.0,node,6200188726,comunidad miguel lemunao
Comunidad Miguel Licanqueo,-38.8075938,-72.9613424,hamlet,64.0,node,6212298463,comunidad miguel licanqueo
Comunidad Millaleo,-38.6670577,-72.2546983,hamlet,29.0,node,6150655855,comunidad millaleo
Comunidad Millantún,-40.2802765,-72.2690963,hamlet,43.0,node,6004246537,comunidad millantun
Comunidad Millao Villarreal,-38.8376184,-73.0329681,hamlet,35.0,node,6212298456,comunidad millao villarreal
Comunidad Millapán Romero,-38.849242,-72.383734,hamlet,134.0,node,6150645648,comunidad millapan romero
Comunidad Millapuray,-38.7860037,-73.1053663,hamlet,19.0,node,6211308737,comunidad millapuray
Comunidad Millavil,-38.6490365,-73.0018544,hamlet,14.0,node,6208276332,comunidad millavil
Comunidad Mitrauquén Alto,-38.4456232,-71.1652708,hamlet,115.0,node,5047125466,comunidad mitrauquen alto
Comunidad Mitrauquén Bajo,-38.4777484,-71.182158,hamlet,130.0,node,5047125464,comunidad mitrauquen bajo
Comunidad Molco,-38.3365313,-72.5035858,hamlet,13.0,node,12192229796,comunidad molco
Comunidad Molco Huillinco,-38.847997,-73.0681157,hamlet,42.0,node,6212298448,comunidad molco huillinco
Comunidad Molul Pidenco,-39.3061272,-72.7479458,hamlet,28.0,node,7571902571,comunidad molul pidenco
Comunidad Mon Mapu,-40.2791,-72.6219464,hamlet,197.0,node,10877180041,comunidad mon mapu
Comunidad Mongen Mapu,-37.6323634,-72.1179646,hamlet,46.0,node,6139854326,comunidad mongen mapu
Comunidad Monko Newen,-40.4454447,-73.4392262,hamlet,53.0,node,13038852084,comunidad monko newen
Comunidad Montre,-38.3939885,-72.4120715,hamlet,165.0,node,6084016087,comunidad montre
Comunidad Montre Huanqui,-38.8353432,-72.4781612,hamlet,32.0,node,6150645661,comunidad montre huanqui
Comunidad Moso Painem,-39.0025105,-73.3021439,hamlet,186.0,node,6154716494,comunidad moso painem
Comunidad Mozo Marileo,-39.2188804,-73.2079768,hamlet,18.0,node,6078415848,comunidad mozo marileo
Comunidad Mulato,-38.4706446,-72.2845781,hamlet,21.0,node,6112181466,comunidad mulato
Comunidad Mulato Calhuín,-38.7212612,-73.0857969,hamlet,39.0,node,6200211010,comunidad mulato calhuin
Comunidad Mulato Chihuaihue,-38.6709361,-72.8930426,hamlet,121.0,node,6208276346,comunidad mulato chihuaihue
Comunidad Mulato Curapil,-38.8098511,-72.7724076,hamlet,17.0,node,6212324798,comunidad mulato curapil
Comunidad Mulato Huenulef,-38.5917175,-72.9112172,hamlet,66.0,node,12224078231,comunidad mulato huenulef
Comunidad Nahuel,-33.5330443,-71.5879923,neighbourhood,,node,12397705639,comunidad nahuel
Comunidad Nahuelcura,-38.7656444,-71.2228137,hamlet,120.0,node,2186580981,comunidad nahuelcura
Comunidad Nahuelgual,-38.8715139,-72.6011217,hamlet,68.0,node,6101888522,comunidad nahuelgual
Comunidad Nahuelñir Nahuelpán,-38.7807934,-72.4456501,hamlet,23.0,node,6150626891,comunidad nahuelnir nahuelpan
Comunidad Nahuelpán Antinao,-38.7692255,-72.4645436,hamlet,117.0,node,6150626896,comunidad nahuelpan antinao
Comunidad Nahuelquetre,-38.9151455,-73.3032489,hamlet,19.0,node,6154715777,comunidad nahuelquetre
Comunidad Nahuelván,-38.2138565,-72.7468042,hamlet,68.0,node,214188312,comunidad nahuelvan
Comunidad Naipán Pailapán,-40.4041012,-73.4281527,hamlet,7.0,node,11149174638,comunidad naipan pailapan
Comunidad Nalcahue,-39.4714337,-72.2630024,hamlet,123.0,node,8946252976,comunidad nalcahue
Comunidad Namuncura,-38.6599117,-72.6661492,hamlet,23.0,node,6397677628,comunidad namuncura
Comunidad Ñancul Paila,-37.8998555,-72.2782185,hamlet,41.0,node,6109955448,comunidad nancul paila
Comunidad Ñancupil,-38.7157196,-72.9858256,hamlet,168.0,node,6197620902,comunidad nancupil
Comunidad Ñañil,-38.9197618,-73.3008563,hamlet,38.0,node,6154715778,comunidad nanil
Comunidad Natividad Paillalef,-38.7889475,-73.2686377,hamlet,45.0,node,6209571343,comunidad natividad paillalef
Comunidad Neculhueque,-38.3291253,-72.3603023,hamlet,16.0,node,6084016089,comunidad neculhueque
Comunidad Neculpi Nahuelhuán,-37.7418065,-73.5607195,hamlet,129.0,node,6395459389,comunidad neculpi nahuelhuan
Comunidad Nefulpulli,-38.8120247,-73.1548906,hamlet,12.0,node,6211308761,comunidad nefulpulli
Comunidad Nefulpulli Sur,-38.8184783,-73.1440115,hamlet,66.0,node,6211308762,comunidad nefulpulli sur
Comunidad Nehuen Mapu,-39.3596193,-72.3759341,hamlet,89.0,node,8946252997,comunidad nehuen mapu
Comunidad Nehuenche,-40.6811099,-73.472271,hamlet,53.0,node,8260776656,comunidad nehuenche
Comunidad Newen Peñi,-40.3394217,-72.1368742,hamlet,19.0,node,10794118808,comunidad newen peni
Comunidad Newenpañe,-40.4497089,-73.3986859,hamlet,207.0,node,11149174661,comunidad newenpane
Comunidad Nicolás Calbullanca,-38.1040013,-73.4019328,hamlet,228.0,node,6395457152,comunidad nicolas calbullanca
Comunidad Nicolás Hueche,-38.777774,-73.0653692,hamlet,31.0,node,6211308739,comunidad nicolas hueche
Comunidad Nicolás Hueirao,-38.6348075,-72.3700547,hamlet,122.0,node,12187039584,comunidad nicolas hueirao
Comunidad Nicolás Huenchumán Dos,-38.8521748,-71.7266035,hamlet,122.0,node,6124543857,comunidad nicolas huenchuman dos
Comunidad Nicolás Leiva,-38.5155375,-72.5633629,hamlet,9.0,node,6084015753,comunidad nicolas leiva
Comunidad Nicolás Marín,-38.835596,-73.028462,hamlet,23.0,node,6212298455,comunidad nicolas marin
Comunidad Nicolás Quintrel,-38.6220676,-72.7598763,hamlet,137.0,node,6397677633,comunidad nicolas quintrel
