Localidad,Latitud,Longitud,Tipo_place,population,osm_type,osm_id,name_normalized
Comunidad Juan de Dios Cayulao,-38.5225184,-72.2873354,hamlet,69.0,node,12189535696,comunidad juan de dios cayulao
Comunidad Juan de Dios Colihuinca,-38.5625795,-72.2916913,hamlet,135.0,node,9228914632,comunidad juan de dios colihuinca
Comunidad Juan de Dios Lien,-37.9113006,-72.2539928,hamlet,48.0,node,6109955450,comunidad juan de dios lien
Comunidad Juan de Dios Lleuvul,-38.59425,-72.7681589,hamlet,22.0,node,6200188714,comunidad juan de dios lleuvul
Comunidad Juan de Dios Namuncura,-38.7364715,-72.4537048,hamlet,46.0,node,6101113885,comunidad juan de dios namuncura
Comunidad Juan de Dios Queupucur,-38.7873914,-72.5964117,hamlet,175.0,node,6101888549,comunidad juan de dios queupucur
Comunidad Juan de la Cruz Pinchumilla Uno,-39.2254466,-73.1804252,hamlet,220.0,node,6078415849,comunidad juan de la cruz pinchumilla uno
Comunidad Juan Diego Quidel,-38.6951904,-72.5917125,hamlet,394.0,node,6101466137,comunidad juan diego quidel
Comunidad Juan Don Juan,-39.024733,-72.4658417,hamlet,24.0,node,6124494201,comunidad juan don juan
Comunidad Juan Epul,-38.6740521,-72.7568293,hamlet,33.0,node,6397677666,comunidad juan epul
Comunidad Juan Huaiquil,-38.8114431,-72.5528955,hamlet,132.0,node,6101888542,comunidad juan huaiquil
Comunidad Juan Huaiquil Curillán,-38.5423251,-72.8788161,hamlet,147.0,node,6200188728,comunidad juan huaiquil curillan
Comunidad Juan Huaiquinao,-38.6507961,-73.0169606,hamlet,14.0,node,6208276328,comunidad juan huaiquinao
Comunidad Juan Huaiquipán,-38.886778,-73.3527034,hamlet,60.0,node,6154715768,comunidad juan huaiquipan
Comunidad Juan Huaquinao,-38.747741,-72.7431607,hamlet,177.0,node,6197534518,comunidad juan huaquinao
Comunidad Juan Hueche,-38.8562033,-72.6701349,hamlet,165.0,node,6101888495,comunidad juan hueche
Comunidad Juan Hueche Yamin,-38.9457923,-72.934885,hamlet,77.0,node,6152929799,comunidad juan hueche yamin
Comunidad Juan Huechuqueo,-38.7209725,-73.3150184,hamlet,127.0,node,6179589014,comunidad juan huechuqueo
Comunidad Juan Huehuentro,-38.8200164,-72.5743318,hamlet,360.0,node,6200256753,comunidad juan huehuentro
Comunidad Juan Huenchual,-38.875375,-72.6267153,hamlet,145.0,node,6101888518,comunidad juan huenchual
Comunidad Juan Huenchuleo,-38.8479803,-72.932632,hamlet,58.0,node,6212298427,comunidad juan huenchuleo
Comunidad Juan Huenchumán,-39.0047949,-73.28457,hamlet,106.0,node,6154716493,comunidad juan huenchuman
Comunidad Juan Huenchumil,-38.7249676,-72.5406406,hamlet,189.0,node,6101113911,comunidad juan huenchumil
Comunidad Juan Huenchumil de Allipén,-38.9952461,-72.4684167,hamlet,54.0,node,6124494210,comunidad juan huenchumil de allipen
Comunidad Juan Huenchunao,-38.6026182,-72.4166394,hamlet,31.0,node,12927002217,comunidad juan huenchunao
Comunidad Juan Huenchupil,-38.6666556,-73.0294383,hamlet,40.0,node,6208276326,comunidad juan huenchupil
Comunidad Juan Huentelén,-38.7049712,-72.5011383,hamlet,282.0,node,6084015732,comunidad juan huentelen
Comunidad Juan Huentenao,-38.6964684,-72.4723046,hamlet,178.0,node,6084015726,comunidad juan huentenao
Comunidad Juan Huenul,-38.7530335,-72.9486327,hamlet,,node,11959415616,comunidad juan huenul
Comunidad Juan Hueuñir,-38.7439755,-72.2713495,hamlet,74.0,node,7999589098,comunidad juan hueunir
Comunidad Juan Huichalef,-38.6675184,-72.7505637,hamlet,105.0,node,6397677664,comunidad juan huichalef
Comunidad Juan Huilcaleo Cerro,-38.4851896,-72.6787019,hamlet,109.0,node,12224052073,comunidad juan huilcaleo cerro
Comunidad Juan Huilipán,-38.4989362,-72.8822172,hamlet,116.0,node,12224052096,comunidad juan huilipan
Comunidad Juan Huinolpán,-39.3394754,-72.1724081,hamlet,40.0,node,12386782302,comunidad juan huinolpan
Comunidad Juan Ignacio Catrileo,-37.9423699,-73.4081555,hamlet,81.0,node,6395457170,comunidad juan ignacio catrileo
Comunidad Juan Irulao,-37.9084839,-73.3897019,hamlet,89.0,node,6395457181,comunidad juan irulao
Comunidad Juan José Ayenao,-38.8829301,-71.7924062,hamlet,176.0,node,6124543845,comunidad juan jose ayenao
Comunidad Juan José Iturra,-39.088144,-72.4043869,hamlet,57.0,node,6124493781,comunidad juan jose iturra
Comunidad Juan Lefimán,-38.8261183,-72.5936222,hamlet,125.0,node,6200256755,comunidad juan lefiman
Comunidad Juan Levio,-38.5426021,-72.8984177,hamlet,59.0,node,6200188734,comunidad juan levio
Comunidad Juan Licán,-38.8376978,-72.4726063,hamlet,127.0,node,6150645662,comunidad juan lican
Comunidad Juan Lienqueo,-38.8016074,-72.8486681,hamlet,94.0,node,6197620887,comunidad juan lienqueo
Comunidad Juan Lincoleo,-38.8460083,-72.7756262,hamlet,62.0,node,6152929768,comunidad juan lincoleo
Comunidad Juan Liupán,-38.6789687,-72.6887226,hamlet,53.0,node,6197534500,comunidad juan liupan
Comunidad Juan Llancavil,-38.7788279,-72.6860833,hamlet,128.0,node,6212324787,comunidad juan llancavil
Comunidad Juan Llanquileo,-38.6889266,-72.7653695,hamlet,121.0,node,6397677668,comunidad juan llanquileo
Comunidad Juan Llanquitruf,-38.6896395,-72.4890362,hamlet,76.0,node,6084015730,comunidad juan llanquitruf
Comunidad Juan Luis Huenul,-38.7644071,-72.9470301,hamlet,612.0,node,6197620936,comunidad juan luis huenul
Comunidad Juan Manqueche,-38.7181289,-72.5340745,hamlet,87.0,node,6101113913,comunidad juan manqueche
Comunidad Juan Manquel,-38.9815134,-72.0851827,hamlet,49.0,node,7293787827,comunidad juan manquel
Comunidad Juan Manqueo Nahuelhual,-38.5971429,-72.7068007,hamlet,50.0,node,6200188697,comunidad juan manqueo nahuelhual
Comunidad Juan Manuel Traipainao,-38.7322929,-73.2920909,hamlet,33.0,node,6209571340,comunidad juan manuel traipainao
Comunidad Juan Manuel Trangol,-38.8376748,-73.3638132,hamlet,223.0,node,6154715753,comunidad juan manuel trangol
Comunidad Juan Marihual,-38.6484165,-72.7342129,hamlet,54.0,node,6397677629,comunidad juan marihual
Comunidad Juan Maril Dos,-38.012259,-72.8107524,hamlet,18.0,node,6397130748,comunidad juan maril dos
Comunidad Juan Marilef,-38.775683,-72.4751008,hamlet,71.0,node,6150626898,comunidad juan marilef
Comunidad Juan Marileo,-38.0205256,-73.3444906,hamlet,315.0,node,6395457151,comunidad juan marileo
Comunidad Juan Marillán,-38.8560682,-72.9917693,hamlet,28.0,node,6212298444,comunidad juan marillan
Comunidad Juan Marín,-38.2501295,-72.8233637,hamlet,74.0,node,11149213569,comunidad juan marin
Comunidad Juan Marinao,-38.7750467,-72.641108,hamlet,290.0,node,6101888551,comunidad juan marinao
Comunidad Juan Mariqueo,-38.8368955,-72.5412494,hamlet,538.0,node,6150645635,comunidad juan mariqueo
Comunidad Juan Mauricio Huaiquián,-38.5903842,-72.8740955,hamlet,35.0,node,6200188739,comunidad juan mauricio huaiquian
Comunidad Juan Meli,-38.8460668,-71.6793215,hamlet,228.0,node,6124543860,comunidad juan meli
Comunidad Juan Melillán,-38.6639497,-73.0538035,hamlet,22.0,node,6208276321,comunidad juan melillan
Comunidad Juan Melinao,-38.5380118,-72.8798032,hamlet,86.0,node,6200188729,comunidad juan melinao
Comunidad Juan Millache,-39.0339342,-72.4400711,hamlet,40.0,node,6124494195,comunidad juan millache
Comunidad Juan Millanao,-38.6471596,-73.0863333,hamlet,30.0,node,6208276319,comunidad juan millanao
Comunidad Juan Millapán,-38.5828448,-72.8565431,hamlet,51.0,node,6200188741,comunidad juan millapan
Comunidad Juan Millape Paillaqueo,-38.5741975,-72.4281943,hamlet,16.0,node,12189535671,comunidad juan millape paillaqueo
Comunidad Juan Mora,-38.7543092,-72.5185097,hamlet,120.0,node,6150626912,comunidad juan mora
Comunidad Juan Morales,-38.9771597,-72.1196437,hamlet,117.0,node,7293787824,comunidad juan morales
Comunidad Juan Mulato,-38.6717737,-72.802105,hamlet,43.0,node,6397677636,comunidad juan mulato
Comunidad Juan Nahuelpi,-38.4836612,-72.9412472,hamlet,245.0,node,12224078222,comunidad juan nahuelpi
Comunidad Juan Namoncura,-38.8134752,-72.5306923,hamlet,99.0,node,6150645654,comunidad juan namoncura
Comunidad Juan Ñancucheo,-38.7811865,-72.7474952,hamlet,191.0,node,6212324812,comunidad juan nancucheo
Comunidad Juan Ñancul,-37.9072629,-72.2358718,hamlet,22.0,node,6109955453,comunidad juan nancul
Comunidad Juan Ñaquileo,-38.6030542,-72.7154374,hamlet,46.0,node,6200188701,comunidad juan naquileo
Comunidad Juan Necul,-38.8336362,-72.4975616,hamlet,208.0,node,6150645659,comunidad juan necul
Comunidad Juan Neculpán,-38.8272717,-72.8331113,hamlet,49.0,node,6152929761,comunidad juan neculpan
Comunidad Juan Neculqueo,-38.7402695,-72.6633704,hamlet,141.0,node,6101466124,comunidad juan neculqueo
Comunidad Juan Nicolás Boroga,-38.6455508,-72.3425245,hamlet,50.0,node,12187039589,comunidad juan nicolas boroga
Comunidad Juan Paillao,-38.7849834,-72.8031993,hamlet,85.0,node,6212324813,comunidad juan paillao
Comunidad Juan Painemil,-38.9917105,-72.4566793,hamlet,143.0,node,6124494209,comunidad juan painemil
Comunidad Juan Painén,-38.8111965,-72.6119309,hamlet,368.0,node,6101888536,comunidad juan painen
Comunidad Juan Pancho Traumún,-38.8556839,-72.8032422,hamlet,21.0,node,6152929755,comunidad juan pancho traumun
Comunidad Juan Pedro Lafquén,-38.7349735,-72.4619016,hamlet,41.0,node,6101113884,comunidad juan pedro lafquen
Comunidad Juan Pedro Queupul,-38.8244633,-72.9104018,hamlet,15.0,node,6212298424,comunidad juan pedro queupul
Comunidad Juan Pichilén,-37.8574119,-72.3681262,hamlet,317.0,node,6109955465,comunidad juan pichilen
Comunidad Juan Pichunleo,-38.7411638,-72.3149514,hamlet,83.0,node,7999589101,comunidad juan pichunleo
Comunidad Juan Pinchulaf,-39.1999202,-73.2216802,hamlet,47.0,node,6078415843,comunidad juan pinchulaf
Comunidad Juan Pravile,-38.7101509,-72.5051281,hamlet,43.0,node,6101113925,comunidad juan pravile
Comunidad Juan Puen Norte,-38.8054702,-73.0644679,hamlet,60.0,node,6211308728,comunidad juan puen norte
Comunidad Juan Puen Sur,-38.8559846,-73.0196214,hamlet,66.0,node,6212298442,comunidad juan puen sur
Comunidad Juan Puña,-38.4407663,-72.9018188,hamlet,16.0,node,12224078216,comunidad juan puna
Comunidad Juan Quelén,-38.7059916,-72.6950526,hamlet,214.0,node,6197534507,comunidad juan quelen
Comunidad Juan Queupan,-38.655086,-72.6991726,hamlet,386.0,node,6197534503,comunidad juan queupan
Comunidad Juan Quidel Tralcal,-38.753255,-72.511375,hamlet,123.0,node,6150626908,comunidad juan quidel tralcal
Comunidad Juan Quilaqueo,-38.3890097,-73.0282245,hamlet,79.0,node,11149213555,comunidad juan quilaqueo
Comunidad Juan Quilaquir,-38.8298125,-73.2117534,hamlet,137.0,node,6211308765,comunidad juan quilaquir
Comunidad Juan Quilén,-38.824969,-72.5480837,hamlet,67.0,node,6150645634,comunidad juan quilen
Comunidad Juan Quiñielén,-38.6373552,-73.0840373,hamlet,7.0,node,6208276318,comunidad juan quinielen
Comunidad Juan Quintremil,-38.818424,-72.5214655,hamlet,79.0,node,6150645656,comunidad juan quintremil
Comunidad Juan Quintrileo,-38.6118762,-72.5035295,hamlet,279.0,node,6084020351,comunidad juan quintrileo
Comunidad Juan Rañileo,-38.7088884,-72.1330977,hamlet,15.0,node,9228914644,comunidad juan ranileo
Comunidad Juan Rañinqueo,-38.8145989,-72.5633883,hamlet,182.0,node,6101888541,comunidad juan raninqueo
Comunidad Juan Rañiqueo,-39.3355919,-72.7153945,hamlet,73.0,node,7571902570,comunidad juan raniqueo
Comunidad Juan Rayin,-38.9976976,-72.4795103,hamlet,40.0,node,6124494211,comunidad juan rayin
Comunidad Juan Sandoval,-39.0192837,-72.2290993,hamlet,68.0,node,7293787823,comunidad juan sandoval
Comunidad Juan Santiago,-38.6421361,-72.7716994,hamlet,68.0,node,6397677648,comunidad juan santiago
Comunidad Juan Seguel,-38.6104824,-72.6794315,hamlet,30.0,node,6200188690,comunidad juan seguel
Comunidad Juan Segundo Sandoval,-38.7223142,-72.5144622,hamlet,95.0,node,6101113915,comunidad juan segundo sandoval
Comunidad Juan Soldado,-38.9346935,-72.9479099,hamlet,48.0,node,6152929798,comunidad juan soldado
Comunidad Juan Terán,-38.458574,-72.5852604,hamlet,148.0,node,6084015758,comunidad juan teran
Comunidad Juan Traipe,-38.8191465,-72.6144415,hamlet,179.0,node,6101888535,comunidad juan traipe
Comunidad Juan Traipi,-38.7389043,-72.2996307,hamlet,262.0,node,7999589100,comunidad juan traipi
Comunidad Juan Tralma,-38.6194188,-72.6949454,hamlet,101.0,node,6397677619,comunidad juan tralma
Comunidad Juan Tranamán,-38.7877098,-72.9475236,hamlet,16.0,node,6212298466,comunidad juan tranaman
Comunidad Juan Traupil,-38.6960947,-72.7685881,hamlet,19.0,node,6397677669,comunidad juan traupil
Comunidad Juan Trecamán,-38.8362353,-72.568962,hamlet,160.0,node,6150645637,comunidad juan trecaman
Comunidad Juan Tripailaf,-38.7694848,-72.496655,hamlet,91.0,node,6150626903,comunidad juan tripailaf
Comunidad Juan Tripailao,-38.6928754,-72.6269824,hamlet,308.0,node,5380769320,comunidad juan tripailao
Comunidad Juan Viuda de Llanquinao,-38.6985701,-72.4932902,hamlet,179.0,node,6084015731,comunidad juan viuda de llanquinao
Comunidad Juana Calful,-38.8128022,-73.3487928,hamlet,22.0,node,6154736697,comunidad juana calful
Comunidad Juana Colepue,-38.7969585,-73.3186341,hamlet,50.0,node,6209571349,comunidad juana colepue
Comunidad Juana Garcés Ñanco y María Hueche,-38.5054874,-72.2324788,hamlet,7.0,node,6112181455,comunidad juana garces nanco y maria hueche
Comunidad Juana Llancupi,-38.489481,-72.3280621,hamlet,59.0,node,12189535686,comunidad juana llancupi
Comunidad Juana Millahual,-38.1203778,-73.2952237,hamlet,54.0,node,6395457148,comunidad juana millahual
Comunidad Juana Morales,-38.804701,-72.6865769,hamlet,67.0,node,6212318183,comunidad juana morales
Comunidad Juana Nahuelpi,-38.0311575,-72.7701974,hamlet,22.0,node,6397130747,comunidad juana nahuelpi
Comunidad Juana Viuda de Cuminao,-38.8011225,-72.7477312,hamlet,118.0,node,6212324809,comunidad juana viuda de cuminao
Comunidad Juana Viuda de Millaqueo,-38.5261298,-72.2196471,hamlet,89.0,node,6112181453,comunidad juana viuda de millaqueo
Comunidad Juancho Curilén,-38.5936148,-72.4897966,hamlet,13.0,node,6084020352,comunidad juancho curilen
Comunidad Juancito Cayulaf,-38.9793826,-72.4454462,hamlet,30.0,node,6124494218,comunidad juancito cayulaf
Comunidad Juanico Antilao,-38.0474489,-73.3953667,hamlet,303.0,node,6395457160,comunidad juanico antilao
Comunidad Juanico Lepín,-38.8561789,-71.5835962,hamlet,136.0,node,6124543834,comunidad juanico lepin
Comunidad Kilkilco,-39.5817287,-72.4959498,hamlet,30.0,node,6078278019,comunidad kilkilco
Comunidad Kumiche,-37.7688489,-73.4878493,hamlet,31.0,node,6395459403,comunidad kumiche
Comunidad Kusanko,-40.2370812,-72.2495699,hamlet,108.0,node,10794112082,comunidad kusanko
Comunidad La Colmena,-33.0639017,-71.3546991,neighbourhood,,node,11305276795,comunidad la colmena
Comunidad La Esperanza,-37.793745,-73.421588,hamlet,21.0,node,6395459420,comunidad la esperanza
Comunidad La Estancilla,-32.7431572,-71.3899967,hamlet,31.0,node,214182630,comunidad la estancilla
Comunidad La Foresta I,-38.6499647,-72.7585882,neighbourhood,,node,3141931001,comunidad la foresta i
Comunidad La Foresta II,-38.6452921,-72.760282,neighbourhood,,node,3547781984,comunidad la foresta ii
Comunidad La Foresta III,-38.6525054,-72.7668285,neighbourhood,,node,8785657352,comunidad la foresta iii
Comunidad La Laguna,-38.4615427,-72.328459,hamlet,29.0,node,6112181469,comunidad la laguna
Comunidad Lafquén Mahuida,-40.3523025,-73.7386053,hamlet,10.0,node,214182034,comunidad lafquen mahuida
Comunidad Landero Pichulmán,-38.6651896,-72.9656339,hamlet,66.0,node,6208276342,comunidad landero pichulman
Comunidad Las Dichas,-38.9964238,-72.8864551,hamlet,60.0,node,6152929806,comunidad las dichas
Comunidad Las Dichas Norte,-38.9750412,-72.8465438,hamlet,16.0,node,6152933427,comunidad las dichas norte
Comunidad Las Guinguas,-37.7275041,-71.485344,hamlet,53.0,node,6113951143,comunidad las guinguas
Comunidad Las Vegas,-37.7909344,-72.4637765,hamlet,11.0,node,5885492552,comunidad las vegas
Comunidad Lautaro Cayucupil,-37.8062927,-73.3412464,hamlet,22.0,node,6081322729,comunidad lautaro cayucupil
Comunidad Lefimán,-38.6344387,-72.9679299,hamlet,65.0,node,6208276330,comunidad lefiman
Comunidad Lefiñir,-38.8560035,-71.6184542,hamlet,63.0,node,6124543836,comunidad lefinir
Comunidad Lefitrai Antibil,-39.0371051,-72.5100875,hamlet,35.0,node,6124494188,comunidad lefitrai antibil
Comunidad Leimpi,-38.3833148,-72.9592931,hamlet,67.0,node,12224052089,comunidad leimpi
Comunidad Leinpi Colipi,-38.4516058,-71.8911195,hamlet,145.0,node,5893501945,comunidad leinpi colipi
Comunidad Lemunao,-39.0702125,-72.8113747,hamlet,149.0,node,7571924862,comunidad lemunao
Comunidad Lenfú Pilmaiquén Maihue,-40.5523687,-72.7962899,hamlet,22.0,node,12480028287,comunidad lenfu pilmaiquen maihue
Comunidad León Nahuelpán,-38.6643016,-72.7394486,hamlet,125.0,node,6397677663,comunidad leon nahuelpan
Comunidad Leoncio Baeza,-38.5652388,-72.2967982,hamlet,113.0,node,9228902114,comunidad leoncio baeza
Comunidad Lepoy Alto,-38.0787372,-71.4124202,hamlet,101.0,node,5047110636,comunidad lepoy alto
Comunidad Lepoy Bajo,-38.0927551,-71.4105321,hamlet,30.0,node,5733028977,comunidad lepoy bajo
Comunidad Lepún,-38.5646264,-72.7735663,hamlet,116.0,node,6200188710,comunidad lepun
Comunidad Leufuche,-38.9531515,-72.1034432,hamlet,121.0,node,7293787825,comunidad leufuche
Comunidad Levío,-38.6687184,-72.2423454,hamlet,239.0,node,5885754782,comunidad levio
Comunidad Levio Cayupán,-38.7509457,-72.5341952,hamlet,118.0,node,6150626915,comunidad levio cayupan
Comunidad Levio Huenchual,-38.585277,-72.8713703,hamlet,41.0,node,6200188740,comunidad levio huenchual
Comunidad Levio Melipil,-38.5006743,-72.8658128,hamlet,145.0,node,12224052097,comunidad levio melipil
Comunidad Levipille,-38.8053364,-73.080926,hamlet,22.0,node,6211308734,comunidad levipille
Comunidad Liay,-37.7201604,-71.2700379,hamlet,44.0,node,5047110640,comunidad liay
Comunidad Liempe,-38.8050187,-73.052001,hamlet,53.0,node,6211308729,comunidad liempe
Comunidad Liencura,-38.4487007,-72.364406,hamlet,90.0,node,5900837634,comunidad liencura
Comunidad Lilcoco,-39.4772888,-72.6701188,hamlet,117.0,node,11079954783,comunidad lilcoco
Comunidad Linco Oriente,-37.8757744,-72.3637703,hamlet,30.0,node,6109955463,comunidad linco oriente
Comunidad Linco Poniente,-37.8492518,-72.420593,hamlet,197.0,node,5438689459,comunidad linco poniente
Comunidad Lincopán,-38.3864453,-72.2016549,hamlet,62.0,node,6112181484,comunidad lincopan
Comunidad Lincoqueo,-38.6759116,-72.9016686,hamlet,41.0,node,6208276345,comunidad lincoqueo
Comunidad Lircay,-38.7366448,-73.4112883,hamlet,54.0,node,5923624285,comunidad lircay
Comunidad Lirima,-33.0012406,-71.3886666,hamlet,,node,12838640875,comunidad lirima
Comunidad Liucura,-38.2255195,-72.8776205,hamlet,54.0,node,11149213566,comunidad liucura
Comunidad Liumalla Centro-Kuifi Mapu,-39.3873534,-72.2680879,hamlet,58.0,node,12386782315,comunidad liumalla centro-kuifi mapu
Comunidad Llaitul Panguinao,-40.8925912,-72.8565646,hamlet,19.0,node,12790051278,comunidad llaitul panguinao
Comunidad Llancahuito,-38.7860539,-72.9614711,hamlet,34.0,node,6212298464,comunidad llancahuito
Comunidad Llancamil,-38.4073299,-72.392537,hamlet,309.0,node,5900837628,comunidad llancamil
Comunidad Llancamil Toro,-38.640305,-72.6621581,hamlet,44.0,node,6397677624,comunidad llancamil toro
Comunidad Llancapán,-39.4993634,-72.2596765,hamlet,30.0,node,8946252981,comunidad llancapan
Comunidad Llancaqueo,-38.6134502,-72.351923,hamlet,18.0,node,12927002204,comunidad llancaqueo
Comunidad Llanquitué,-38.9089637,-73.3172339,hamlet,48.0,node,6154715774,comunidad llanquitue
Comunidad Llaupi Marilaf,-38.7485861,-72.5179518,hamlet,81.0,node,6150626911,comunidad llaupi marilaf
Comunidad Llaupi Pichumán,-38.737685,-72.5419602,hamlet,25.0,node,6101113902,comunidad llaupi pichuman
Comunidad Llecomahuida,-38.6912169,-73.3285689,hamlet,75.0,node,6179589035,comunidad llecomahuida
Comunidad Lleuful Huentecol,-38.7333917,-72.4882087,hamlet,166.0,node,6101113897,comunidad lleuful huentecol
Comunidad Lleuvul Sandoval,-38.749463,-72.5453398,hamlet,120.0,node,6101113909,comunidad lleuvul sandoval
Comunidad Lleuvul Sandoval Millahueco,-38.7734665,-72.5177694,hamlet,122.0,node,6150626906,comunidad lleuvul sandoval millahueco
Comunidad Llihuín,-38.7090726,-73.2109595,hamlet,126.0,node,6200210999,comunidad llihuin
Comunidad Llinca,-38.7534641,-72.2913051,hamlet,118.0,node,7999589097,comunidad llinca
Comunidad Lliuco Chico,-38.9678093,-72.8313196,hamlet,53.0,node,6152933430,comunidad lliuco chico
Comunidad Lliuco Grande,-38.9667833,-72.84693,hamlet,108.0,node,6152933429,comunidad lliuco grande
Comunidad Lloncón,-39.6517394,-72.4951744,hamlet,8.0,node,12637836699,comunidad lloncon
Comunidad Lolonco,-38.0153319,-73.050334,hamlet,170.0,node,6083797373,comunidad lolonco
Comunidad Lomas Centinela,-37.7136583,-71.4750068,hamlet,22.0,node,6113951144,comunidad lomas centinela
Comunidad Lomocura,-38.8661434,-71.8735242,hamlet,35.0,node,7293787851,comunidad lomocura
Comunidad Lonco Domingo,-38.8223402,-71.328156,hamlet,66.0,node,5885522873,comunidad lonco domingo
Comunidad Loncoche,-38.9965239,-72.0438123,hamlet,146.0,node,7293787831,comunidad loncoche
Comunidad Loncon Cona,-38.7195536,-72.8011823,hamlet,62.0,node,6197620923,comunidad loncon cona
Comunidad Loncopán,-39.5007211,-72.2274148,hamlet,34.0,node,8946252984,comunidad loncopan
Comunidad Loncoyán,-40.3222053,-72.9110241,hamlet,43.0,node,6209412532,comunidad loncoyan
Comunidad Loncoyán Grande,-38.1018129,-72.9559631,hamlet,188.0,node,6083816368,comunidad loncoyan grande
Comunidad Lonko Traro,-37.7285616,-71.2632036,hamlet,42.0,node,5733028982,comunidad lonko traro
Comunidad Lorenza Viuda de Ancalaf,-38.783177,-72.8204084,hamlet,60.0,node,6197620886,comunidad lorenza viuda de ancalaf
Comunidad Lorenzo Antimil,-38.7799821,-72.6762343,hamlet,25.0,node,6212324786,comunidad lorenzo antimil
Comunidad Lorenzo Carimán,-39.0452027,-72.7417231,hamlet,135.0,node,7571924855,comunidad lorenzo cariman
Comunidad Lorenzo Cayupi,-37.9118596,-72.8852816,hamlet,10.0,node,6083797362,comunidad lorenzo cayupi
Comunidad Lorenzo Chañafil,-38.9168986,-73.3106518,hamlet,39.0,node,6154715776,comunidad lorenzo chanafil
Comunidad Lorenzo Curiqueo,-38.8038482,-72.9521799,hamlet,91.0,node,6212298465,comunidad lorenzo curiqueo
Comunidad Lorenzo Epul,-38.682813,-72.741251,hamlet,124.0,node,6397677658,comunidad lorenzo epul
Comunidad Lorenzo Galindo,-38.7747713,-72.5043798,hamlet,66.0,node,6150626904,comunidad lorenzo galindo
Comunidad Lorenzo Guirrimán,-37.8440553,-73.4076793,hamlet,87.0,node,6081322725,comunidad lorenzo guirriman
Comunidad Lorenzo Huaiquivil,-37.9427084,-73.2253361,hamlet,99.0,node,6395502083,comunidad lorenzo huaiquivil
Comunidad Lorenzo Huentén,-38.9179337,-73.3169174,hamlet,85.0,node,6154715775,comunidad lorenzo huenten
Comunidad Lorenzo Huenuvil,-38.5779132,-72.2446776,hamlet,229.0,node,12189540605,comunidad lorenzo huenuvil
Comunidad Lorenzo Huina,-38.7908039,-72.7019191,hamlet,183.0,node,6212324791,comunidad lorenzo huina
Comunidad Lorenzo Lepín,-37.8446812,-73.47785,hamlet,12.0,node,6395459412,comunidad lorenzo lepin
Comunidad Lorenzo Levipán,-38.5181199,-72.8437329,hamlet,47.0,node,6200188722,comunidad lorenzo levipan
Comunidad Lorenzo Manquelaf,-39.0436021,-73.0864321,hamlet,19.0,node,6154716512,comunidad lorenzo manquelaf
Comunidad Lorenzo Mariano,-38.6902205,-72.4503654,hamlet,56.0,node,6084015719,comunidad lorenzo mariano
Comunidad Lorenzo Millañir,-38.4656864,-72.8990293,hamlet,187.0,node,12224078220,comunidad lorenzo millanir
Comunidad Lorenzo Montupil,-38.8503031,-72.9931426,hamlet,67.0,node,6212298445,comunidad lorenzo montupil
Comunidad Lorenzo Pehuenche,-38.8480137,-72.9524374,hamlet,55.0,node,6212298435,comunidad lorenzo pehuenche
Comunidad Lorenzo Pilquimán,-37.7824523,-73.3748169,hamlet,66.0,node,6081322736,comunidad lorenzo pilquiman
Comunidad Lorenzo Reinao,-38.983982,-73.0609489,hamlet,72.0,node,6152929789,comunidad lorenzo reinao
Comunidad Lorenzo Tranamil,-38.6007233,-72.7533209,hamlet,83.0,node,6200188713,comunidad lorenzo tranamil
Comunidad Los Álamos,-35.2432875,-71.9829039,neighbourhood,,node,5977063822,comunidad los alamos
Comunidad Los Aromos,-33.445305,-71.6553962,neighbourhood,,node,12328505174,comunidad los aromos
Comunidad Los Batros,-37.9598653,-73.4145499,hamlet,263.0,node,6395457166,comunidad los batros
Comunidad Los Chaicanes,-38.2094218,-71.3005507,hamlet,34.0,node,10758176699,comunidad los chaicanes
Comunidad Los Laureles,-40.2509861,-72.5790765,neighbourhood,,node,10081753129,comunidad los laureles
Comunidad Los Lolocos,-38.0159951,-72.5094867,hamlet,61.0,node,10772036261,comunidad los lolocos
Comunidad Los Maitenes,-37.9036418,-73.4745026,hamlet,21.0,node,6395457176,comunidad los maitenes
Comunidad Los Peumos,-32.9591519,-71.445015,hamlet,,node,9491210645,comunidad los peumos
Comunidad Los Rosales,-32.8968114,-70.5627199,hamlet,46.0,node,3670639697,comunidad los rosales
Comunidad Los Solares,-38.8297994,-72.6306581,hamlet,97.0,node,6101888532,comunidad los solares
Comunidad Luciano Manque,-39.0833721,-72.8470803,hamlet,51.0,node,7571924864,comunidad luciano manque
Comunidad Luciano Meliqueo,-38.6968148,-72.9659987,hamlet,40.0,node,6208276353,comunidad luciano meliqueo
Comunidad Lucio Llanquín,-38.6447296,-72.7224541,hamlet,92.0,node,6397677630,comunidad lucio llanquin
Comunidad Luis Antilil,-37.8095296,-73.2898593,hamlet,47.0,node,6471326596,comunidad luis antilil
Comunidad Luis Caniullán,-39.0075129,-72.9492402,hamlet,81.0,node,6152929804,comunidad luis caniullan
Comunidad Luis Carilao,-38.3813237,-72.2204947,hamlet,29.0,node,6112181478,comunidad luis carilao
Comunidad Luis Epullanca,-38.670266,-73.0476237,hamlet,21.0,node,6208276322,comunidad luis epullanca
Comunidad Luis Millaqueo,-38.7884708,-72.9071832,hamlet,63.0,node,6197620891,comunidad luis millaqueo
